   2.7593427e+02   1.7316776e+02   4.1144562e-01   2.5677200e+02   2.9509655e+02
   2.7521461e+02   1.7676862e+02   4.4184282e-01   2.5463665e+02   2.9579257e+02
   2.7452952e+02   1.8036948e+02   4.7143553e-01   2.5257333e+02   2.9648570e+02
   2.7387826e+02   1.8397034e+02   5.0023750e-01   2.5058067e+02   2.9717584e+02
   2.7326010e+02   1.8757120e+02   5.2826232e-01   2.4865732e+02   2.9786288e+02
   2.7267433e+02   1.9117206e+02   5.5552348e-01   2.4680191e+02   2.9854675e+02
   2.7212022e+02   1.9477292e+02   5.8203431e-01   2.4501312e+02   2.9922733e+02
   2.7159708e+02   1.9837378e+02   6.0780805e-01   2.4328961e+02   2.9990455e+02
   2.7110418e+02   2.0197464e+02   6.3285780e-01   2.4163007e+02   3.0057829e+02
   2.7064084e+02   2.0557550e+02   6.5719654e-01   2.4003319e+02   3.0124848e+02
   2.7020635e+02   2.0917636e+02   6.8083711e-01   2.3849770e+02   3.0191501e+02
   2.6980004e+02   2.1277722e+02   7.0379223e-01   2.3702230e+02   3.0257779e+02
   2.6942122e+02   2.1637808e+02   7.2607451e-01   2.3560572e+02   3.0323672e+02
   2.6906922e+02   2.1997894e+02   7.4769641e-01   2.3424672e+02   3.0389171e+02
   2.6874336e+02   2.2357980e+02   7.6867029e-01   2.3294405e+02   3.0454267e+02
   2.6844299e+02   2.2718066e+02   7.8900836e-01   2.3169647e+02   3.0518951e+02
   2.6816744e+02   2.3078152e+02   8.0872272e-01   2.3050276e+02   3.0583212e+02
   2.6791606e+02   2.3438238e+02   8.2782534e-01   2.2936172e+02   3.0647041e+02
   2.6768822e+02   2.3798324e+02   8.4632806e-01   2.2827214e+02   3.0710429e+02
   2.6748326e+02   2.4158410e+02   8.6424260e-01   2.2723285e+02   3.0773366e+02
   2.6730055e+02   2.4518497e+02   8.8158055e-01   2.2624266e+02   3.0835844e+02
   2.6713946e+02   2.4878583e+02   8.9835339e-01   2.2530041e+02   3.0897851e+02
   2.6699938e+02   2.5238669e+02   9.1457244e-01   2.2440496e+02   3.0959380e+02
   2.6687968e+02   2.5598755e+02   9.3024893e-01   2.2355516e+02   3.1020420e+02
   2.6677975e+02   2.5958841e+02   9.4539395e-01   2.2274988e+02   3.1080963e+02
   2.6669900e+02   2.6318927e+02   9.6001845e-01   2.2198802e+02   3.1140998e+02
   2.6663681e+02   2.6679013e+02   9.7413329e-01   2.2126846e+02   3.1200516e+02
   2.6659259e+02   2.7039099e+02   9.8774916e-01   2.2059011e+02   3.1259508e+02
   2.6656577e+02   2.7399185e+02   1.0008767e+00   2.1995190e+02   3.1317964e+02
   2.6655575e+02   2.7759271e+02   1.0135263e+00   2.1935275e+02   3.1375875e+02
   2.6656196e+02   2.8119357e+02   1.0257083e+00   2.1879160e+02   3.1433231e+02
   2.6658383e+02   2.8479443e+02   1.0374330e+00   2.1826742e+02   3.1490024e+02
   2.6662080e+02   2.8839529e+02   1.0487103e+00   2.1777917e+02   3.1546243e+02
   2.6667230e+02   2.9199615e+02   1.0595504e+00   2.1732582e+02   3.1601878e+02
   2.6673779e+02   2.9559701e+02   1.0699630e+00   2.1690636e+02   3.1656922e+02
   2.6681672e+02   2.9919787e+02   1.0799578e+00   2.1651980e+02   3.1711364e+02
   2.6690854e+02   3.0279873e+02   1.0895444e+00   2.1616515e+02   3.1765194e+02
